CustomerID,Age,Gender,Tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,Churn
464,30,Male,35,25,1,26,Basic,Monthly,228,15,0
465,45,Male,13,29,3,18,Premium,Quarterly,642,18,0
466,22,Female,49,23,0,19,Standard,Annual,168,14,0
467,58,Female,38,6,9,29,Standard,Annual,284,29,1
468,22,Male,56,3,2,29,Basic,Quarterly,792,12,0
469,59,Male,3,7,6,22,Standard,Quarterly,466,6,0
470,56,Female,21,6,2,12,Basic,Quarterly,823,8,0
471,36,Male,30,19,9,11,Basic,Annual,121,3,0
472,35,Male,30,30,7,1,Standard,Quarterly,350,8,0
473,61,Male,49,8,4,10,Basic,Annual,880,14,0
474,48,Female,19,27,6,12,Premium,Monthly,992,12,0
475,23,Male,32,1,6,27,Standard,Quarterly,336,25,1
476,47,Male,40,8,9,8,Standard,Monthly,562,17,0
477,61,Male,53,30,0,0,Basic,Annual,521,1,0
478,61,Female,60,24,1,25,Standard,Quarterly,681,27,0
479,26,Female,59,8,4,26,Basic,Monthly,409,20,1
480,25,Female,15,30,1,4,Premium,Monthly,690,20,0
481,22,Female,49,7,8,8,Standard,Annual,751,5,0
482,30,Female,24,8,6,0,Basic,Monthly,191,17,0
483,51,Female,11,8,7,3,Basic,Monthly,649,20,0
484,42,Female,20,6,2,16,Standard,Monthly,445,29,0
485,25,Male,25,30,0,23,Premium,Annual,641,4,0
486,25,Female,24,17,6,22,Standard,Annual,489,12,1
487,22,Female,36,30,4,7,Basic,Annual,362,2,0
488,46,Male,11,19,2,7,Standard,Quarterly,612,8,0
489,24,Male,19,18,4,30,Basic,Annual,814,20,0
490,43,Female,48,6,3,15,Premium,Quarterly,183,17,0
491,46,Male,52,22,3,16,Premium,Monthly,494,17,0
492,39,Female,44,30,2,30,Standard,Annual,844,23,0
493,35,Male,22,4,2,25,Basic,Quarterly,735,15,0
494,61,Male,16,25,8,19,Standard,Quarterly,804,19,0
495,51,Male,38,26,1,18,Premium,Monthly,318,5,0
496,28,Male,60,16,9,7,Basic,Monthly,494,5,0
497,26,Female,44,15,1,24,Standard,Quarterly,109,5,1
498,64,Male,37,3,1,14,Standard,Annual,457,15,0
499,30,Female,24,15,0,2,Premium,Quarterly,755,15,0
500,36,Female,34,24,8,30,Standard,Quarterly,948,30,1
501,32,Male,43,8,2,14,Standard,Annual,323,7,0
502,45,Male,7,30,7,25,Basic,Annual,978,29,0
503,18,Female,21,2,7,3,Premium,Annual,312,8,0
504,34,Female,27,20,0,17,Basic,Annual,399,4,0
505,23,Male,24,6,1,28,Basic,Monthly,388,15,0
506,61,Female,8,18,0,5,Standard,Quarterly,447,19,0
507,47,Female,39,15,6,9,Premium,Monthly,912,12,0
508,31,Female,33,30,8,14,Standard,Quarterly,543,27,0
509,25,Male,7,11,8,29,Standard,Monthly,441,10,0
510,24,Female,25,23,9,11,Premium,Annual,314,21,0
511,59,Male,26,28,0,27,Standard,Monthly,523,29,0
512,50,Female,32,9,1,29,Basic,Quarterly,752,14,0
513,59,Female,45,14,7,16,Premium,Monthly,440,7,1
514,55,Male,52,11,0,11,Standard,Annual,478,11,0
515,56,Female,23,18,2,14,Basic,Annual,625,6,0
516,61,Female,24,15,3,13,Premium,Monthly,770,11,0
517,39,Female,48,1,8,16,Premium,Quarterly,317,12,1
518,64,Female,15,13,6,6,Basic,Quarterly,493,25,0
519,35,Female,52,2,4,20,Premium,Quarterly,851,9,0
520,27,Male,54,11,3,27,Basic,Annual,389,27,0
521,46,Female,29,2,8,21,Basic,Annual,344,17,1
522,54,Male,9,1,4,2,Standard,Annual,590,26,1
523,37,Male,15,11,6,14,Premium,Monthly,152,14,0
524,27,Female,56,8,0,23,Basic,Monthly,833,11,1
525,37,Female,13,13,8,12,Standard,Quarterly,439,18,0
526,27,Male,15,24,5,10,Standard,Annual,831,13,0
527,47,Male,53,8,0,21,Standard,Quarterly,745,9,0
528,63,Female,10,24,1,4,Standard,Monthly,919,15,0
529,63,Female,20,15,9,13,Premium,Monthly,704,3,0
530,30,Male,11,1,5,6,Standard,Annual,373,23,1
531,53,Male,52,10,0,0,Basic,Annual,974,8,0
532,30,Female,59,3,7,0,Premium,Quarterly,956,27,0
533,25,Female,32,15,5,10,Premium,Annual,849,27,0
534,18,Male,13,4,6,30,Premium,Annual,857,22,0
535,36,Male,57,21,0,27,Standard,Quarterly,648,19,0
536,62,Female,17,19,8,15,Standard,Monthly,182,19,0
537,64,Female,4,15,7,13,Premium,Quarterly,344,23,0
538,62,Male,50,15,0,22,Premium,Monthly,913,9,0
539,22,Female,22,22,9,5,Standard,Monthly,534,17,0
540,38,Female,12,29,8,3,Standard,Quarterly,619,10,0
541,59,Female,46,8,7,12,Standard,Quarterly,891,6,0
542,37,Male,5,18,3,30,Basic,Quarterly,569,25,0
543,35,Male,40,7,3,23,Premium,Quarterly,752,13,0
544,28,Male,5,8,0,28,Premium,Monthly,880,3,0
545,23,Male,59,11,10,1,Premium,Annual,970,16,0
546,38,Male,11,10,1,27,Standard,Monthly,155,8,0
547,51,Female,20,2,6,8,Standard,Annual,230,23,1
548,46,Male,60,11,8,11,Standard,Quarterly,805,26,0
549,60,Female,10,1,2,16,Premium,Monthly,328,20,0
550,60,Female,49,23,3,7,Standard,Annual,166,12,0
551,48,Male,5,29,6,1,Premium,Monthly,976,22,0
552,36,Male,26,15,2,25,Premium,Quarterly,654,30,0
553,63,Male,39,29,4,19,Standard,Annual,780,2,0
554,26,Male,3,29,2,16,Standard,Monthly,936,4,0
555,30,Male,33,14,7,30,Standard,Annual,482,24,1
556,18,Female,3,30,5,28,Standard,Annual,647,12,0
557,24,Male,43,2,1,7,Premium,Annual,186,11,1
558,58,Female,16,6,8,22,Basic,Monthly,845,8,1
559,38,Female,60,29,3,5,Premium,Annual,523,4,0
560,28,Female,38,9,5,23,Basic,Monthly,885,16,1
561,27,Female,55,11,6,24,Standard,Annual,993,18,1
562,41,Female,38,23,8,21,Standard,Quarterly,569,7,1
563,58,Male,14,21,8,11,Standard,Monthly,334,13,0
564,25,Male,44,4,9,25,Standard,Monthly,293,1,1
565,41,Female,5,9,2,12,Premium,Annual,447,2,0
566,42,Male,57,2,4,11,Standard,Annual,534,17,0
567,61,Female,3,16,10,15,Standard,Quarterly,158,7,0
568,59,Female,12,13,3,14,Basic,Annual,701,27,0
569,52,Male,6,8,4,28,Standard,Annual,536,8,0
570,32,Male,45,16,3,3,Standard,Quarterly,457,29,0
571,22,Female,12,12,10,6,Premium,Quarterly,801,9,0
572,36,Male,4,17,6,27,Standard,Monthly,133,25,0
573,45,Female,42,13,6,15,Premium,Annual,206,17,0
574,22,Female,53,9,10,4,Premium,Quarterly,636,8,0
575,23,Male,21,21,10,14,Basic,Quarterly,125,5,0
576,30,Female,18,26,0,7,Basic,Annual,471,20,0
577,35,Female,44,3,2,30,Standard,Monthly,748,20,1
578,43,Male,20,23,1,5,Premium,Quarterly,501,6,0
579,49,Male,20,2,4,7,Basic,Monthly,104,8,0
580,41,Female,27,12,4,5,Premium,Quarterly,512,25,0
581,54,Female,22,8,1,23,Premium,Monthly,554,28,1
582,55,Female,26,21,8,15,Basic,Quarterly,710,3,0
583,56,Female,59,22,10,5,Premium,Annual,722,23,0
584,25,Male,34,12,8,2,Premium,Quarterly,580,5,0
585,53,Female,58,3,8,18,Basic,Quarterly,634,11,1
586,54,Male,19,17,5,10,Standard,Monthly,668,26,0
587,63,Male,39,21,8,17,Standard,Quarterly,821,24,1
588,25,Male,7,11,5,6,Standard,Monthly,724,29,0
589,29,Male,52,14,2,29,Standard,Monthly,685,5,0
590,31,Male,8,2,0,3,Premium,Monthly,990,30,0
591,52,Female,2,5,3,19,Basic,Monthly,760,16,0
592,55,Male,33,24,10,19,Premium,Annual,282,29,1
593,45,Male,56,23,0,10,Basic,Annual,905,5,0
594,18,Male,13,7,2,24,Premium,Quarterly,476,10,0
595,61,Male,8,5,0,12,Premium,Annual,192,10,0
596,30,Female,54,28,7,2,Premium,Quarterly,400,5,0
597,18,Male,15,10,3,4,Standard,Annual,289,3,0
598,39,Female,24,28,7,10,Premium,Annual,705,27,0
599,47,Female,46,12,4,25,Standard,Quarterly,330,8,1
600,60,Female,49,12,10,6,Standard,Quarterly,784,6,0
601,26,Male,2,23,5,19,Premium,Monthly,553,1,0
602,25,Male,12,26,10,6,Premium,Quarterly,507,15,0
603,24,Male,22,20,3,13,Standard,Monthly,113,11,0
604,38,Female,58,7,4,29,Premium,Monthly,379,9,1
605,32,Male,52,5,3,8,Basic,Quarterly,415,20,0
606,19,Male,1,6,8,17,Basic,Monthly,577,28,0
607,39,Female,15,11,1,0,Premium,Quarterly,265,25,0
608,45,Male,51,25,9,30,Standard,Annual,267,15,1
609,30,Female,42,9,2,17,Premium,Quarterly,287,17,0
610,53,Female,15,21,5,24,Basic,Quarterly,495,8,1
611,42,Female,42,4,7,26,Basic,Monthly,416,22,1
612,61,Female,7,26,3,20,Basic,Annual,854,10,0
613,43,Male,33,26,6,23,Premium,Annual,196,5,1
614,45,Male,53,16,9,7,Premium,Quarterly,470,9,0
615,20,Female,42,11,9,3,Premium,Quarterly,618,16,0
616,29,Female,8,4,1,18,Premium,Monthly,245,12,0
617,44,Male,20,24,10,10,Basic,Quarterly,377,26,0
618,33,Male,54,16,9,14,Premium,Annual,317,9,0
619,34,Male,35,11,7,3,Basic,Monthly,970,16,0
620,39,Male,24,11,7,15,Basic,Annual,198,25,0
621,60,Male,50,1,0,27,Premium,Quarterly,962,17,0
622,33,Male,17,18,0,13,Basic,Annual,371,5,0
623,36,Female,32,24,9,15,Premium,Monthly,586,4,0
624,59,Female,51,1,6,26,Basic,Monthly,363,18,1
625,57,Female,59,28,7,0,Basic,Monthly,475,19,0
626,33,Male,3,19,5,3,Standard,Monthly,338,15,0
627,46,Male,6,28,4,13,Premium,Monthly,493,20,0
628,40,Male,47,11,5,14,Basic,Quarterly,947,15,0
629,56,Male,11,12,5,21,Premium,Quarterly,287,22,0
630,24,Male,44,12,9,28,Premium,Annual,935,9,1
631,46,Male,30,26,8,25,Premium,Monthly,338,21,1
632,20,Female,56,29,6,13,Basic,Quarterly,131,11,0
633,64,Female,6,7,9,12,Premium,Monthly,553,13,0
634,62,Female,22,18,8,18,Standard,Monthly,202,16,0
635,22,Female,49,29,5,19,Standard,Annual,221,23,1
636,64,Female,44,22,1,1,Premium,Annual,913,18,0
637,57,Male,30,3,8,3,Basic,Monthly,652,16,1
638,61,Female,55,17,6,6,Basic,Monthly,747,5,0
639,22,Male,51,14,8,23,Standard,Annual,559,30,1
640,47,Male,38,3,8,30,Basic,Quarterly,973,20,1
641,31,Female,6,6,2,0,Premium,Monthly,188,13,0
642,62,Male,4,15,2,0,Premium,Quarterly,846,2,0
643,56,Female,39,11,1,1,Premium,Quarterly,413,8,0
644,39,Male,19,10,4,24,Standard,Annual,742,28,0
645,41,Male,40,19,0,3,Premium,Monthly,520,2,0
646,55,Male,44,3,9,25,Premium,Annual,431,7,1
647,60,Female,26,4,5,25,Standard,Annual,935,6,1
648,53,Male,4,9,8,1,Standard,Monthly,903,6,0
649,50,Male,27,25,5,17,Basic,Quarterly,181,21,1
650,61,Female,32,20,7,26,Basic,Quarterly,908,3,1
651,32,Female,52,20,2,28,Standard,Quarterly,859,3,0
652,56,Female,46,30,0,10,Standard,Annual,924,3,0
653,42,Male,40,12,0,1,Standard,Quarterly,858,26,0
654,50,Male,47,14,9,14,Premium,Monthly,659,26,0
655,58,Male,41,8,9,4,Standard,Annual,955,19,0
656,43,Female,15,15,5,22,Standard,Annual,584,15,0
657,51,Female,35,9,10,19,Basic,Monthly,686,24,1
658,36,Male,55,30,6,11,Premium,Monthly,591,13,0
659,54,Male,43,15,9,15,Standard,Annual,851,1,0
660,18,Female,5,30,1,15,Standard,Annual,934,21,0
661,22,Female,28,8,2,8,Premium,Annual,174,14,0
662,65,Male,58,25,1,23,Premium,Annual,111,17,0
663,29,Male,37,12,7,22,Standard,Monthly,369,23,1
664,29,Female,23,17,0,12,Basic,Quarterly,601,28,0
665,24,Male,39,4,2,2,Basic,Quarterly,861,27,0
666,56,Female,43,19,6,4,Basic,Quarterly,306,13,0
667,19,Female,10,5,3,20,Premium,Quarterly,536,4,0
668,60,Female,16,12,8,10,Premium,Quarterly,855,2,0
669,24,Female,47,13,2,28,Premium,Monthly,833,13,1
670,59,Male,13,2,9,4,Standard,Quarterly,758,23,1
671,33,Male,28,6,6,19,Standard,Monthly,340,15,1
672,20,Male,23,8,10,30,Premium,Quarterly,314,27,0
673,34,Male,5,9,8,21,Premium,Quarterly,247,26,0
674,34,Female,60,24,4,9,Standard,Quarterly,726,16,0
675,41,Male,52,29,0,29,Basic,Quarterly,779,2,0
676,32,Male,19,6,10,10,Premium,Annual,231,13,0
677,21,Male,12,8,1,9,Premium,Quarterly,756,4,0
678,44,Male,28,6,8,4,Basic,Quarterly,519,11,0
679,50,Female,13,24,9,2,Standard,Quarterly,132,29,0
680,41,Female,27,21,3,22,Basic,Quarterly,608,25,0
681,28,Male,49,15,6,16,Premium,Annual,796,1,1
682,41,Female,16,4,5,7,Basic,Monthly,873,24,0
683,42,Male,53,2,9,3,Premium,Quarterly,218,9,0
684,53,Male,47,26,3,14,Premium,Monthly,126,10,0
685,37,Male,39,4,2,20,Standard,Monthly,311,23,0
686,49,Female,39,2,3,1,Premium,Annual,997,20,0
687,63,Female,37,27,5,30,Premium,Monthly,882,2,1
688,37,Female,51,14,3,19,Standard,Quarterly,720,30,0
689,20,Female,18,28,5,4,Basic,Annual,589,17,0
690,39,Male,46,28,0,25,Premium,Annual,581,25,0
691,43,Female,17,15,5,24,Standard,Quarterly,853,25,0
692,20,Male,27,26,3,6,Basic,Quarterly,969,7,0
693,33,Male,46,3,8,4,Premium,Monthly,681,7,0
694,33,Male,52,24,2,17,Basic,Monthly,996,27,0
695,65,Female,6,29,0,19,Premium,Annual,267,21,0
696,34,Male,49,5,9,0,Standard,Quarterly,884,7,0
697,44,Male,27,9,7,27,Basic,Quarterly,462,22,1
698,45,Male,25,16,5,12,Standard,Annual,702,3,0
699,20,Male,14,19,7,0,Basic,Monthly,309,26,0
700,30,Female,33,10,6,15,Basic,Quarterly,519,15,0
701,31,Female,6,6,5,29,Premium,Annual,187,18,1
702,28,Male,3,21,0,6,Premium,Monthly,769,30,0
703,31,Female,58,26,3,9,Basic,Monthly,248,8,0
704,44,Female,47,6,1,2,Standard,Monthly,483,7,0
705,41,Female,4,21,7,7,Basic,Monthly,948,17,0
706,42,Male,60,2,3,24,Basic,Monthly,293,8,0
707,44,Female,29,10,9,28,Basic,Monthly,827,23,1
708,39,Male,25,9,3,12,Basic,Annual,640,17,0
709,53,Female,34,11,4,9,Basic,Annual,804,21,0
710,63,Female,16,19,7,20,Standard,Monthly,496,6,0
711,42,Female,8,29,1,4,Standard,Monthly,374,5,0
712,30,Female,51,29,7,26,Premium,Quarterly,867,11,1
713,30,Male,34,16,6,12,Standard,Quarterly,769,17,0
714,34,Female,56,11,8,0,Standard,Quarterly,873,30,0
715,41,Female,42,28,7,19,Basic,Quarterly,109,24,1
716,25,Male,4,13,8,24,Basic,Annual,106,19,0
717,31,Female,14,10,9,15,Premium,Annual,824,16,0
718,50,Female,11,22,3,14,Premium,Quarterly,610,5,0
719,19,Male,21,5,6,16,Standard,Quarterly,369,22,0
720,29,Male,27,2,7,7,Basic,Annual,731,30,0
721,22,Female,30,10,4,15,Standard,Monthly,924,6,0
722,33,Female,38,5,5,29,Basic,Monthly,211,18,1
723,47,Male,12,24,4,26,Standard,Quarterly,184,15,0
724,53,Female,22,10,0,9,Premium,Quarterly,328,14,0
725,32,Male,60,21,9,1,Basic,Annual,339,27,0
726,25,Female,45,28,10,9,Standard,Quarterly,350,29,0
727,36,Male,38,26,3,28,Basic,Annual,285,7,0
728,56,Female,41,7,4,30,Premium,Quarterly,473,19,1
729,18,Female,52,23,6,9,Standard,Monthly,946,20,0
730,51,Female,46,13,1,23,Standard,Quarterly,937,22,0
731,44,Female,29,4,10,11,Premium,Annual,554,13,0
732,65,Female,48,15,0,22,Basic,Quarterly,727,18,0
733,25,Female,38,20,10,18,Basic,Quarterly,467,27,1
734,62,Male,8,8,3,28,Standard,Monthly,533,17,0
735,64,Female,6,6,1,0,Basic,Annual,853,19,0
736,53,Female,53,7,8,14,Basic,Monthly,140,20,0
737,48,Female,22,5,7,5,Premium,Annual,573,10,0
738,43,Female,41,17,9,0,Standard,Quarterly,369,24,0
739,58,Female,46,25,0,25,Standard,Quarterly,866,22,0
740,28,Female,21,24,3,3,Standard,Quarterly,349,13,0
741,45,Female,14,26,2,12,Premium,Monthly,649,1,0
742,28,Female,9,4,7,20,Premium,Quarterly,981,8,0
743,49,Female,29,18,7,15,Basic,Quarterly,648,12,0
744,30,Male,39,27,4,23,Premium,Annual,292,22,0
745,23,Female,23,30,5,8,Premium,Quarterly,383,16,0
746,56,Male,8,8,0,13,Standard,Annual,302,7,0
747,41,Male,48,24,2,25,Basic,Annual,760,14,0
748,52,Male,58,24,10,9,Basic,Monthly,908,27,0
749,62,Male,55,7,7,7,Basic,Quarterly,335,8,0
750,25,Female,16,24,4,27,Standard,Monthly,788,10,1
751,38,Female,53,18,1,11,Basic,Quarterly,337,16,0
752,33,Male,29,28,6,7,Premium,Monthly,564,18,0
753,34,Male,9,22,10,14,Premium,Quarterly,274,29,0
754,26,Male,6,14,3,21,Basic,Monthly,912,16,0
755,23,Male,53,3,1,24,Premium,Annual,605,18,0
756,38,Female,10,20,3,21,Standard,Annual,507,8,0
757,30,Male,53,24,1,23,Premium,Quarterly,300,22,0
758,34,Female,51,17,5,25,Premium,Quarterly,751,5,1
759,48,Male,3,14,7,11,Basic,Annual,857,19,0
760,46,Female,58,5,10,9,Premium,Monthly,935,29,0
761,40,Female,51,23,8,2,Standard,Annual,724,14,0
762,48,Male,17,7,1,30,Basic,Annual,606,21,0
763,48,Male,13,8,0,25,Basic,Annual,791,4,0
764,51,Male,25,7,4,14,Basic,Annual,592,27,0
765,21,Female,23,3,5,19,Premium,Quarterly,980,11,0
766,53,Female,30,9,8,11,Standard,Quarterly,299,30,0
767,46,Male,26,6,1,29,Standard,Annual,714,30,0
768,46,Female,58,8,9,21,Basic,Monthly,675,7,1
769,26,Female,43,25,3,6,Basic,Monthly,298,1,0
770,22,Male,24,14,6,24,Standard,Annual,150,3,1
771,63,Male,12,15,9,20,Basic,Annual,292,23,0
772,53,Female,24,15,8,17,Basic,Annual,428,17,1
773,49,Male,25,5,7,2,Premium,Monthly,712,24,0
774,22,Male,23,6,9,26,Premium,Annual,224,14,0
775,36,Male,48,19,1,23,Standard,Quarterly,401,17,0
776,33,Male,26,13,6,24,Premium,Quarterly,415,14,1
777,56,Male,37,26,9,21,Standard,Annual,494,25,1
778,22,Male,4,1,5,19,Premium,Monthly,261,10,0
779,42,Female,50,16,3,17,Basic,Quarterly,988,12,0
780,41,Male,48,30,1,12,Standard,Annual,261,2,0
781,34,Male,60,24,0,11,Basic,Quarterly,536,10,0
782,34,Male,44,27,1,17,Basic,Annual,586,7,0
783,45,Female,58,5,8,24,Premium,Annual,660,16,1
784,46,Male,45,7,2,3,Standard,Annual,927,8,0
785,42,Female,51,30,2,22,Standard,Quarterly,537,14,0
786,29,Male,33,2,4,23,Standard,Monthly,337,7,0
787,48,Female,15,26,1,15,Basic,Annual,622,13,0
788,24,Male,42,14,6,22,Standard,Quarterly,820,13,1
789,58,Female,40,25,8,13,Premium,Monthly,721,7,0
790,44,Male,31,12,5,24,Standard,Monthly,578,4,1
791,62,Female,40,11,3,30,Basic,Annual,994,20,0
792,38,Female,60,12,1,23,Basic,Quarterly,358,16,1
793,54,Male,54,2,7,0,Basic,Annual,231,29,1
794,50,Male,26,29,3,29,Standard,Quarterly,625,13,0
795,55,Female,56,22,5,24,Premium,Quarterly,183,29,1
796,36,Male,12,19,0,0,Basic,Monthly,793,23,0
797,48,Male,18,24,4,4,Standard,Quarterly,731,2,0
798,32,Female,33,29,2,19,Basic,Quarterly,850,2,0
799,46,Male,3,12,7,24,Basic,Monthly,961,12,0
800,20,Male,18,22,3,4,Premium,Monthly,971,30,0
801,44,Female,9,8,10,1,Basic,Annual,668,21,0
802,39,Female,2,2,8,5,Standard,Quarterly,963,17,0
803,22,Female,17,25,0,7,Basic,Quarterly,973,25,0
804,42,Male,16,25,5,18,Premium,Monthly,420,28,0
805,55,Male,1,4,7,1,Standard,Monthly,919,5,1
806,56,Male,6,9,0,7,Basic,Quarterly,651,16,0
807,65,Female,46,10,6,15,Standard,Monthly,361,27,0
808,24,Male,37,2,9,9,Basic,Quarterly,284,28,0
809,48,Female,51,9,7,25,Standard,Quarterly,999,2,1
810,30,Male,46,5,1,27,Premium,Annual,571,10,0
811,60,Female,41,23,10,12,Standard,Monthly,219,25,0
812,52,Male,4,17,10,13,Premium,Quarterly,903,4,0
813,65,Female,32,29,8,18,Premium,Annual,679,4,1
814,55,Female,52,14,2,10,Standard,Monthly,687,11,0
815,21,Female,23,4,7,5,Standard,Quarterly,429,3,0
816,60,Female,24,13,3,10,Basic,Quarterly,942,20,0
817,59,Female,1,3,9,22,Basic,Quarterly,376,22,1
818,23,Female,21,14,4,10,Premium,Monthly,909,15,0
819,54,Female,43,12,2,22,Premium,Quarterly,216,2,1
820,35,Female,10,5,2,5,Premium,Quarterly,119,22,0
821,42,Female,56,26,7,6,Standard,Monthly,509,18,0
822,48,Male,42,20,6,29,Basic,Quarterly,636,26,1
823,23,Male,17,16,4,18,Basic,Monthly,436,7,0
824,40,Male,34,3,4,7,Basic,Annual,741,20,0
825,25,Female,30,20,7,9,Standard,Monthly,405,22,0
826,61,Male,32,2,2,0,Premium,Annual,795,11,0
827,39,Female,24,9,5,20,Premium,Quarterly,111,24,1
828,63,Female,8,5,7,10,Premium,Monthly,772,16,1
829,25,Female,17,6,8,21,Basic,Annual,839,27,0
830,49,Female,27,13,4,7,Basic,Quarterly,251,29,0
831,39,Male,23,4,4,0,Premium,Monthly,562,8,0
832,25,Female,1,19,8,12,Premium,Annual,921,26,0
833,62,Female,60,1,1,13,Basic,Annual,222,11,1
834,57,Female,9,26,9,10,Premium,Annual,416,24,0
835,44,Female,54,7,0,13,Basic,Quarterly,597,9,0
836,47,Male,13,7,1,2,Premium,Monthly,857,7,0
837,28,Female,44,4,6,8,Standard,Quarterly,928,27,0
838,23,Female,34,29,0,26,Premium,Monthly,805,12,1
839,62,Female,31,19,2,10,Premium,Quarterly,122,24,0
840,25,Male,6,5,10,29,Premium,Monthly,823,6,0
841,52,Male,13,2,6,13,Standard,Quarterly,374,15,1
842,37,Male,59,10,0,22,Standard,Monthly,126,17,0
843,47,Male,36,4,3,27,Basic,Quarterly,547,4,0
844,64,Male,15,10,4,1,Standard,Monthly,468,21,0
845,46,Female,28,1,6,13,Basic,Annual,761,13,0
846,60,Female,8,20,3,11,Basic,Quarterly,400,12,0
847,26,Female,13,27,6,25,Premium,Quarterly,735,20,0
848,52,Female,23,1,6,9,Standard,Annual,538,10,1
849,52,Female,20,23,2,21,Standard,Annual,629,23,0
850,36,Female,51,27,2,4,Standard,Monthly,718,14,0
851,24,Male,33,21,6,7,Standard,Annual,430,17,0
852,50,Female,19,20,0,17,Premium,Quarterly,391,2,0
853,61,Male,44,1,1,11,Premium,Annual,619,19,0
854,48,Female,56,15,7,14,Premium,Annual,509,9,0
855,21,Male,51,26,4,3,Premium,Quarterly,376,8,0
856,26,Male,30,30,9,22,Basic,Monthly,971,5,1
857,31,Female,7,23,9,26,Basic,Monthly,970,11,1
858,61,Female,51,23,1,7,Premium,Quarterly,212,28,0
859,54,Female,17,9,6,0,Standard,Quarterly,182,14,0
860,25,Female,56,30,0,17,Basic,Annual,392,7,0
861,33,Female,47,9,2,26,Standard,Quarterly,454,6,1
862,60,Female,18,4,3,18,Standard,Quarterly,251,22,0
863,33,Female,26,20,2,10,Standard,Annual,270,5,0
864,61,Female,36,21,10,24,Standard,Monthly,925,3,1
865,40,Female,16,6,4,5,Standard,Monthly,823,1,0
866,62,Male,33,15,3,10,Premium,Annual,622,26,0
867,43,Female,54,23,6,19,Basic,Quarterly,764,7,1
868,21,Male,14,7,10,11,Standard,Quarterly,980,24,0
869,34,Female,15,26,6,25,Premium,Annual,284,12,1
870,28,Male,49,13,3,27,Premium,Monthly,874,16,0
871,49,Female,4,15,5,16,Standard,Annual,981,8,0
872,53,Male,59,2,5,10,Premium,Annual,778,13,1
873,27,Male,37,8,8,21,Premium,Monthly,388,23,1
874,36,Male,36,23,9,25,Standard,Quarterly,654,16,1
875,47,Male,15,18,8,20,Premium,Annual,973,12,0
876,21,Male,25,23,5,12,Basic,Monthly,644,12,0
877,26,Male,58,25,0,10,Standard,Quarterly,631,28,0
878,25,Male,58,12,0,9,Standard,Monthly,664,23,0
879,26,Female,35,29,7,18,Basic,Annual,835,2,1
880,45,Female,1,21,9,29,Standard,Monthly,737,19,1
881,27,Female,13,10,4,30,Premium,Annual,499,15,1
882,38,Male,25,16,7,4,Basic,Quarterly,113,27,0
883,60,Male,50,3,3,15,Standard,Quarterly,389,5,0
884,52,Female,5,17,0,26,Basic,Monthly,447,15,1
885,35,Male,13,28,0,10,Premium,Quarterly,827,2,0
886,56,Female,59,2,10,19,Premium,Annual,846,21,1
887,62,Female,56,4,5,5,Premium,Monthly,913,7,1
888,21,Male,28,10,4,17,Basic,Monthly,693,5,0
889,31,Male,46,12,2,27,Premium,Quarterly,591,7,0
890,62,Female,22,10,6,7,Basic,Monthly,229,22,0
891,24,Male,44,26,3,8,Premium,Quarterly,851,5,0
892,57,Male,59,16,1,14,Basic,Annual,581,29,0
893,29,Male,29,26,6,12,Basic,Quarterly,684,7,0
894,51,Male,25,11,7,16,Standard,Quarterly,760,6,1
895,42,Female,12,28,1,22,Premium,Annual,174,7,1
896,62,Male,45,10,1,9,Basic,Monthly,226,30,0
897,31,Male,19,28,5,16,Basic,Quarterly,270,24,0
898,47,Female,54,11,0,23,Basic,Annual,550,2,0
899,23,Male,33,24,5,5,Premium,Quarterly,682,18,0
900,21,Female,42,9,0,7,Basic,Quarterly,931,13,0
901,49,Male,53,23,1,7,Premium,Quarterly,879,2,0
902,32,Female,17,17,3,16,Premium,Quarterly,296,5,0
903,62,Female,47,12,10,19,Basic,Annual,213,11,1
904,54,Male,60,16,3,10,Basic,Annual,831,23,0
905,45,Female,52,1,4,23,Standard,Annual,572,3,0
906,51,Female,19,9,0,21,Premium,Quarterly,938,3,0
907,42,Male,39,14,8,12,Standard,Annual,751,30,0
908,54,Male,2,2,3,26,Basic,Quarterly,798,7,1
909,23,Male,39,26,4,14,Premium,Monthly,840,24,0
910,51,Female,8,29,1,18,Basic,Quarterly,884,23,0
911,41,Female,45,15,7,15,Basic,Quarterly,646,5,0
912,46,Male,26,13,8,21,Standard,Annual,662,2,1
913,20,Male,27,28,2,21,Premium,Monthly,621,29,0
914,48,Male,31,14,0,15,Basic,Quarterly,822,4,0
915,52,Male,13,22,3,2,Basic,Monthly,788,24,0
916,35,Male,50,25,1,27,Basic,Quarterly,962,16,0
917,25,Female,48,6,2,0,Premium,Annual,446,6,0
918,43,Female,55,30,0,30,Basic,Quarterly,597,4,0
919,57,Female,57,3,8,3,Standard,Quarterly,258,11,1
920,22,Female,21,12,1,19,Standard,Quarterly,721,20,0
921,65,Female,53,24,10,2,Basic,Annual,939,24,0
922,23,Female,28,1,8,29,Basic,Annual,297,30,1
923,29,Female,19,27,9,27,Basic,Monthly,435,22,1
924,48,Male,24,3,4,30,Basic,Annual,955,24,0
925,45,Male,7,17,4,3,Basic,Annual,138,19,0
926,26,Male,2,2,1,1,Premium,Quarterly,823,3,0
